cl	NPERT	tpr	fpr
braf_wt_theta	8	0.6875	0.017241379310344827
braf_wt_theta	2	0.4375	0.04310344827586207
braf_wt_theta	2	0.1875	0.034482758620689655
braf_wt_theta	2	0.1875	0.02586206896551724
braf_wt_theta	2	0.25	0.017241379310344827
braf_wt_theta	2	0.3125	0.034482758620689655
braf_wt_theta	2	0.125	0.034482758620689655
braf_wt_theta	2	0.1875	0.06896551724137931
braf_wt_theta	2	0.1875	0.02586206896551724
braf_wt_theta	2	0.25	0.04310344827586207
braf_wt_theta	2	0.1875	0.02586206896551724
braf_wt_theta	2	0.25	0.017241379310344827
braf_wt_theta	2	0.375	0.017241379310344827
braf_wt_theta	2	0.125	0.02586206896551724
braf_wt_theta	2	0.0625	0.04310344827586207
braf_wt_theta	2	0.0625	0.0
braf_wt_theta	2	0.1875	0.034482758620689655
braf_wt_theta	2	0.0625	0.04310344827586207
braf_wt_theta	2	0.25	0.0603448275862069
braf_wt_theta	2	0.125	0.06896551724137931
braf_wt_theta	2	0.25	0.06896551724137931
braf_wt_theta	2	0.25	0.04310344827586207
braf_wt_theta	2	0.125	0.04310344827586207
braf_wt_theta	2	0.125	0.034482758620689655
braf_wt_theta	2	0.0625	0.008620689655172414
braf_wt_theta	2	0.125	0.05172413793103448
braf_wt_theta	2	0.1875	0.04310344827586207
braf_wt_theta	2	0.1875	0.02586206896551724
braf_wt_theta	2	0.125	0.0603448275862069
braf_wt_theta	2	0.375	0.05172413793103448
braf_wt_theta	2	0.1875	0.04310344827586207
braf_wt_theta	2	0.1875	0.0603448275862069
braf_wt_theta	2	0.375	0.02586206896551724
braf_wt_theta	2	0.0625	0.0
braf_wt_theta	2	0.25	0.05172413793103448
braf_wt_theta	2	0.1875	0.034482758620689655
braf_wt_theta	2	0.1875	0.06896551724137931
braf_wt_theta	2	0.125	0.0
braf_wt_theta	2	0.1875	0.05172413793103448
braf_wt_theta	2	0.1875	0.02586206896551724
braf_wt_theta	2	0.3125	0.034482758620689655
braf_wt_theta	2	0.3125	0.017241379310344827
braf_wt_theta	2	0.3125	0.02586206896551724
braf_wt_theta	2	0.25	0.0603448275862069
braf_wt_theta	2	0.0625	0.09482758620689655
braf_wt_theta	2	0.25	0.017241379310344827
braf_wt_theta	2	0.1875	0.0
braf_wt_theta	2	0.1875	0.05172413793103448
braf_wt_theta	2	0.25	0.008620689655172414
braf_wt_theta	2	0.1875	0.034482758620689655
braf_wt_theta	2	0.0625	0.05172413793103448
braf_wt_theta	4	0.25	0.0603448275862069
braf_wt_theta	4	0.1875	0.07758620689655173
braf_wt_theta	4	0.3125	0.05172413793103448
braf_wt_theta	4	0.25	0.02586206896551724
braf_wt_theta	4	0.3125	0.05172413793103448
braf_wt_theta	4	0.5	0.06896551724137931
braf_wt_theta	4	0.25	0.04310344827586207
braf_wt_theta	4	0.3125	0.0603448275862069
braf_wt_theta	4	0.375	0.017241379310344827
braf_wt_theta	4	0.1875	0.04310344827586207
braf_wt_theta	4	0.5625	0.034482758620689655
braf_wt_theta	4	0.375	0.04310344827586207
braf_wt_theta	4	0.3125	0.034482758620689655
braf_wt_theta	4	0.25	0.06896551724137931
braf_wt_theta	4	0.4375	0.034482758620689655
braf_wt_theta	4	0.3125	0.0603448275862069
braf_wt_theta	4	0.25	0.02586206896551724
braf_wt_theta	4	0.4375	0.017241379310344827
braf_wt_theta	4	0.5	0.05172413793103448
braf_wt_theta	4	0.5	0.017241379310344827
braf_wt_theta	4	0.4375	0.017241379310344827
braf_wt_theta	4	0.25	0.04310344827586207
braf_wt_theta	4	0.5	0.05172413793103448
braf_wt_theta	4	0.3125	0.034482758620689655
braf_wt_theta	4	0.25	0.08620689655172414
braf_wt_theta	4	0.375	0.017241379310344827
braf_wt_theta	4	0.25	0.02586206896551724
braf_wt_theta	4	0.4375	0.02586206896551724
braf_wt_theta	4	0.25	0.034482758620689655
braf_wt_theta	4	0.4375	0.034482758620689655
braf_wt_theta	4	0.3125	0.008620689655172414
braf_wt_theta	4	0.25	0.06896551724137931
braf_wt_theta	4	0.25	0.04310344827586207
braf_wt_theta	4	0.3125	0.08620689655172414
braf_wt_theta	4	0.3125	0.034482758620689655
braf_wt_theta	4	0.1875	0.02586206896551724
braf_wt_theta	4	0.3125	0.017241379310344827
braf_wt_theta	4	0.3125	0.04310344827586207
braf_wt_theta	4	0.25	0.02586206896551724
braf_wt_theta	4	0.375	0.06896551724137931
braf_wt_theta	4	0.3125	0.017241379310344827
braf_wt_theta	4	0.3125	0.034482758620689655
braf_wt_theta	4	0.375	0.034482758620689655
braf_wt_theta	4	0.4375	0.06896551724137931
braf_wt_theta	4	0.3125	0.04310344827586207
braf_wt_theta	4	0.375	0.0
braf_wt_theta	4	0.25	0.02586206896551724
braf_wt_theta	4	0.3125	0.08620689655172414
braf_wt_theta	4	0.1875	0.04310344827586207
braf_wt_theta	4	0.25	0.06896551724137931
braf_wt_theta	10	0.625	0.0
braf_wt_theta	10	0.625	0.05172413793103448
braf_wt_theta	10	0.75	0.008620689655172414
braf_wt_theta	10	0.6875	0.017241379310344827
braf_wt_theta	10	0.75	0.017241379310344827
braf_wt_theta	10	0.8125	0.017241379310344827
braf_wt_theta	10	0.6875	0.034482758620689655
braf_wt_theta	10	0.5625	0.008620689655172414
braf_wt_theta	10	0.75	0.04310344827586207
braf_wt_theta	10	0.6875	0.017241379310344827
braf_wt_theta	10	0.6875	0.02586206896551724
braf_wt_theta	10	0.875	0.008620689655172414
braf_wt_theta	10	0.5625	0.017241379310344827
braf_wt_theta	10	0.8125	0.017241379310344827
braf_wt_theta	10	0.625	0.04310344827586207
braf_wt_theta	10	0.8125	0.02586206896551724
braf_wt_theta	10	0.75	0.02586206896551724
braf_wt_theta	10	0.5625	0.04310344827586207
braf_wt_theta	10	0.5	0.017241379310344827
braf_wt_theta	10	0.75	0.02586206896551724
braf_wt_theta	10	0.75	0.034482758620689655
braf_wt_theta	10	0.6875	0.04310344827586207
braf_wt_theta	10	0.6875	0.017241379310344827
braf_wt_theta	10	0.5625	0.008620689655172414
braf_wt_theta	10	0.875	0.017241379310344827
braf_wt_theta	10	0.75	0.017241379310344827
braf_wt_theta	10	0.75	0.02586206896551724
braf_wt_theta	10	0.75	0.02586206896551724
braf_wt_theta	10	0.6875	0.034482758620689655
braf_wt_theta	10	0.8125	0.0
braf_wt_theta	10	0.5	0.034482758620689655
braf_wt_theta	10	0.875	0.008620689655172414
braf_wt_theta	10	0.625	0.034482758620689655
braf_wt_theta	10	0.5625	0.05172413793103448
braf_wt_theta	10	0.875	0.034482758620689655
braf_wt_theta	10	0.8125	0.0
braf_wt_theta	10	0.625	0.07758620689655173
braf_wt_theta	10	0.6875	0.04310344827586207
braf_wt_theta	10	0.6875	0.034482758620689655
braf_wt_theta	10	0.8125	0.02586206896551724
braf_wt_theta	10	0.6875	0.034482758620689655
braf_wt_theta	10	0.75	0.008620689655172414
braf_wt_theta	10	0.6875	0.05172413793103448
braf_wt_theta	10	0.8125	0.02586206896551724
braf_wt_theta	10	0.5625	0.034482758620689655
braf_wt_theta	10	0.5625	0.008620689655172414
braf_wt_theta	10	0.5625	0.05172413793103448
braf_wt_theta	10	0.75	0.04310344827586207
braf_wt_theta	10	0.8125	0.008620689655172414
braf_wt_theta	10	0.75	0.017241379310344827
braf_wt_theta	6	0.3125	0.07758620689655173
braf_wt_theta	6	0.375	0.0603448275862069
braf_wt_theta	6	0.625	0.02586206896551724
braf_wt_theta	6	0.375	0.034482758620689655
braf_wt_theta	6	0.375	0.017241379310344827
braf_wt_theta	6	0.4375	0.05172413793103448
braf_wt_theta	6	0.375	0.0603448275862069
braf_wt_theta	6	0.375	0.02586206896551724
braf_wt_theta	6	0.3125	0.02586206896551724
braf_wt_theta	6	0.4375	0.0603448275862069
braf_wt_theta	6	0.3125	0.02586206896551724
braf_wt_theta	6	0.3125	0.034482758620689655
braf_wt_theta	6	0.375	0.02586206896551724
braf_wt_theta	6	0.375	0.02586206896551724
braf_wt_theta	6	0.3125	0.04310344827586207
braf_wt_theta	6	0.375	0.02586206896551724
braf_wt_theta	6	0.4375	0.008620689655172414
braf_wt_theta	6	0.4375	0.06896551724137931
braf_wt_theta	6	0.5625	0.017241379310344827
braf_wt_theta	6	0.25	0.0603448275862069
braf_wt_theta	6	0.375	0.034482758620689655
braf_wt_theta	6	0.3125	0.04310344827586207
braf_wt_theta	6	0.25	0.09482758620689655
braf_wt_theta	6	0.375	0.02586206896551724
braf_wt_theta	6	0.3125	0.034482758620689655
braf_wt_theta	6	0.3125	0.017241379310344827
braf_wt_theta	6	0.375	0.034482758620689655
braf_wt_theta	6	0.4375	0.017241379310344827
braf_wt_theta	6	0.4375	0.05172413793103448
braf_wt_theta	6	0.5	0.034482758620689655
braf_wt_theta	6	0.4375	0.02586206896551724
braf_wt_theta	6	0.375	0.02586206896551724
braf_wt_theta	6	0.3125	0.05172413793103448
braf_wt_theta	6	0.4375	0.017241379310344827
braf_wt_theta	6	0.5625	0.0603448275862069
braf_wt_theta	6	0.5625	0.05172413793103448
braf_wt_theta	6	0.5	0.04310344827586207
braf_wt_theta	6	0.375	0.034482758620689655
braf_wt_theta	6	0.4375	0.008620689655172414
braf_wt_theta	6	0.375	0.04310344827586207
braf_wt_theta	6	0.4375	0.07758620689655173
braf_wt_theta	6	0.3125	0.02586206896551724
braf_wt_theta	6	0.4375	0.017241379310344827
braf_wt_theta	6	0.4375	0.017241379310344827
braf_wt_theta	6	0.5	0.04310344827586207
braf_wt_theta	6	0.3125	0.05172413793103448
braf_wt_theta	6	0.375	0.0603448275862069
braf_wt_theta	6	0.5625	0.0603448275862069
braf_wt_theta	6	0.5	0.017241379310344827
braf_wt_theta	6	0.375	0.02586206896551724
wt	8	0.5625	0.10344827586206896
wt	8	0.8125	0.02586206896551724
wt	8	0.75	0.034482758620689655
wt	8	0.5625	0.0603448275862069
wt	8	0.75	0.0603448275862069
wt	8	0.5625	0.07758620689655173
wt	8	0.5625	0.07758620689655173
wt	8	0.6875	0.04310344827586207
wt	8	0.4375	0.017241379310344827
wt	8	0.5	0.008620689655172414
wt	8	0.5	0.0603448275862069
wt	8	0.625	0.034482758620689655
wt	8	0.625	0.04310344827586207
wt	8	0.375	0.0603448275862069
wt	8	0.5	0.02586206896551724
wt	8	0.5	0.08620689655172414
wt	8	0.6875	0.02586206896551724
wt	8	0.5625	0.017241379310344827
wt	8	0.8125	0.02586206896551724
wt	8	0.6875	0.034482758620689655
wt	8	0.5625	0.08620689655172414
wt	8	0.5625	0.05172413793103448
wt	8	0.5	0.06896551724137931
wt	8	0.5625	0.0603448275862069
wt	8	0.8125	0.06896551724137931
wt	8	0.625	0.0603448275862069
wt	8	0.625	0.034482758620689655
wt	8	0.6875	0.06896551724137931
wt	8	0.5625	0.034482758620689655
wt	8	0.5	0.017241379310344827
wt	8	0.6875	0.05172413793103448
wt	8	0.4375	0.10344827586206896
wt	8	0.6875	0.017241379310344827
wt	8	0.625	0.034482758620689655
wt	8	0.5625	0.017241379310344827
wt	8	0.75	0.05172413793103448
wt	8	0.625	0.06896551724137931
wt	8	0.5	0.09482758620689655
wt	8	0.6875	0.034482758620689655
wt	8	0.5625	0.05172413793103448
wt	8	0.5	0.02586206896551724
wt	8	0.625	0.0603448275862069
wt	8	0.6875	0.0603448275862069
wt	8	0.625	0.0603448275862069
wt	8	0.6875	0.05172413793103448
wt	8	0.5625	0.02586206896551724
wt	8	0.75	0.017241379310344827
wt	8	0.5	0.06896551724137931
wt	8	0.625	0.05172413793103448
wt	8	0.6875	0.07758620689655173
wt	2	0.25	0.06896551724137931
wt	2	0.1875	0.034482758620689655
wt	2	0.25	0.02586206896551724
wt	2	0.125	0.034482758620689655
wt	2	0.25	0.034482758620689655
wt	2	0.125	0.034482758620689655
wt	2	0.25	0.0603448275862069
wt	2	0.125	0.034482758620689655
wt	2	0.25	0.04310344827586207
wt	2	0.0	0.0603448275862069
wt	2	0.1875	0.034482758620689655
wt	2	0.1875	0.034482758620689655
wt	2	0.0	0.04310344827586207
wt	2	0.1875	0.02586206896551724
wt	2	0.0	0.008620689655172414
wt	2	0.125	0.04310344827586207
wt	2	0.125	0.034482758620689655
wt	2	0.25	0.05172413793103448
wt	2	0.125	0.06896551724137931
wt	2	0.25	0.0603448275862069
wt	2	0.25	0.04310344827586207
wt	2	0.125	0.04310344827586207
wt	2	0.125	0.04310344827586207
wt	2	0.125	0.0
wt	2	0.1875	0.02586206896551724
wt	2	0.1875	0.04310344827586207
wt	2	0.1875	0.034482758620689655
wt	2	0.125	0.05172413793103448
wt	2	0.25	0.0603448275862069
wt	2	0.1875	0.04310344827586207
wt	2	0.1875	0.0603448275862069
wt	2	0.375	0.02586206896551724
wt	2	0.0625	0.0
wt	2	0.25	0.05172413793103448
wt	2	0.0625	0.05172413793103448
wt	2	0.125	0.06896551724137931
wt	2	0.125	0.0
wt	2	0.1875	0.02586206896551724
wt	2	0.1875	0.034482758620689655
wt	2	0.3125	0.034482758620689655
wt	2	0.25	0.02586206896551724
wt	2	0.3125	0.034482758620689655
wt	2	0.125	0.08620689655172414
wt	2	0.125	0.08620689655172414
wt	2	0.25	0.02586206896551724
wt	2	0.0625	0.008620689655172414
wt	2	0.25	0.04310344827586207
wt	2	0.25	0.017241379310344827
wt	2	0.1875	0.034482758620689655
wt	2	0.0625	0.05172413793103448
wt	4	0.25	0.06896551724137931
wt	4	0.25	0.06896551724137931
wt	4	0.375	0.0603448275862069
wt	4	0.3125	0.034482758620689655
wt	4	0.3125	0.0603448275862069
wt	4	0.4375	0.06896551724137931
wt	4	0.25	0.034482758620689655
wt	4	0.3125	0.0603448275862069
wt	4	0.3125	0.0603448275862069
wt	4	0.1875	0.05172413793103448
wt	4	0.625	0.02586206896551724
wt	4	0.4375	0.02586206896551724
wt	4	0.25	0.034482758620689655
wt	4	0.1875	0.07758620689655173
wt	4	0.4375	0.034482758620689655
wt	4	0.375	0.06896551724137931
wt	4	0.3125	0.02586206896551724
wt	4	0.375	0.02586206896551724
wt	4	0.5625	0.04310344827586207
wt	4	0.4375	0.017241379310344827
wt	4	0.4375	0.02586206896551724
wt	4	0.375	0.02586206896551724
wt	4	0.5625	0.034482758620689655
wt	4	0.1875	0.05172413793103448
wt	4	0.375	0.05172413793103448
wt	4	0.375	0.017241379310344827
wt	4	0.1875	0.034482758620689655
wt	4	0.3125	0.0603448275862069
wt	4	0.25	0.034482758620689655
wt	4	0.4375	0.04310344827586207
wt	4	0.375	0.008620689655172414
wt	4	0.25	0.0603448275862069
wt	4	0.1875	0.04310344827586207
wt	4	0.4375	0.0603448275862069
wt	4	0.25	0.034482758620689655
wt	4	0.1875	0.034482758620689655
wt	4	0.4375	0.02586206896551724
wt	4	0.3125	0.0603448275862069
wt	4	0.3125	0.017241379310344827
wt	4	0.375	0.0603448275862069
wt	4	0.25	0.02586206896551724
wt	4	0.4375	0.02586206896551724
wt	4	0.1875	0.0603448275862069
wt	4	0.375	0.06896551724137931
wt	4	0.25	0.04310344827586207
wt	4	0.375	0.017241379310344827
wt	4	0.3125	0.02586206896551724
wt	4	0.1875	0.08620689655172414
wt	4	0.1875	0.04310344827586207
wt	4	0.25	0.07758620689655173
wt	10	0.625	0.0603448275862069
wt	10	0.625	0.06896551724137931
wt	10	0.875	0.06896551724137931
wt	10	0.6875	0.05172413793103448
wt	10	0.75	0.05172413793103448
wt	10	0.75	0.0603448275862069
wt	10	0.8125	0.0603448275862069
wt	10	0.625	0.034482758620689655
wt	10	0.8125	0.02586206896551724
wt	10	0.75	0.017241379310344827
wt	10	0.75	0.07758620689655173
wt	10	0.9375	0.034482758620689655
wt	10	0.625	0.008620689655172414
wt	10	0.8125	0.034482758620689655
wt	10	0.5625	0.05172413793103448
wt	10	0.75	0.07758620689655173
wt	10	0.75	0.06896551724137931
wt	10	0.6875	0.06896551724137931
wt	10	0.625	0.05172413793103448
wt	10	0.8125	0.034482758620689655
wt	10	0.8125	0.034482758620689655
wt	10	0.6875	0.06896551724137931
wt	10	0.75	0.06896551724137931
wt	10	0.625	0.04310344827586207
wt	10	0.875	0.034482758620689655
wt	10	0.6875	0.0603448275862069
wt	10	0.75	0.0603448275862069
wt	10	0.8125	0.04310344827586207
wt	10	0.75	0.034482758620689655
wt	10	0.8125	0.034482758620689655
wt	10	0.5625	0.017241379310344827
wt	10	0.75	0.07758620689655173
wt	10	0.875	0.034482758620689655
wt	10	0.8125	0.08620689655172414
wt	10	0.875	0.04310344827586207
wt	10	0.8125	0.017241379310344827
wt	10	0.6875	0.08620689655172414
wt	10	0.6875	0.09482758620689655
wt	10	0.625	0.06896551724137931
wt	10	0.875	0.04310344827586207
wt	10	0.8125	0.05172413793103448
wt	10	0.75	0.06896551724137931
wt	10	0.875	0.0603448275862069
wt	10	0.8125	0.034482758620689655
wt	10	0.6875	0.06896551724137931
wt	10	0.6875	0.017241379310344827
wt	10	0.6875	0.0603448275862069
wt	10	0.6875	0.0603448275862069
wt	10	0.8125	0.034482758620689655
wt	10	0.8125	0.034482758620689655
wt	6	0.5	0.07758620689655173
wt	6	0.375	0.06896551724137931
wt	6	0.625	0.034482758620689655
wt	6	0.4375	0.04310344827586207
wt	6	0.4375	0.017241379310344827
wt	6	0.5625	0.04310344827586207
wt	6	0.5625	0.05172413793103448
wt	6	0.375	0.0603448275862069
wt	6	0.375	0.02586206896551724
wt	6	0.5	0.0603448275862069
wt	6	0.5	0.008620689655172414
wt	6	0.3125	0.0603448275862069
wt	6	0.25	0.04310344827586207
wt	6	0.4375	0.017241379310344827
wt	6	0.375	0.034482758620689655
wt	6	0.4375	0.017241379310344827
wt	6	0.4375	0.02586206896551724
wt	6	0.5	0.0603448275862069
wt	6	0.5625	0.02586206896551724
wt	6	0.375	0.05172413793103448
wt	6	0.375	0.04310344827586207
wt	6	0.3125	0.05172413793103448
wt	6	0.5625	0.05172413793103448
wt	6	0.3125	0.05172413793103448
wt	6	0.5	0.017241379310344827
wt	6	0.375	0.017241379310344827
wt	6	0.4375	0.034482758620689655
wt	6	0.3125	0.04310344827586207
wt	6	0.5	0.0603448275862069
wt	6	0.5	0.04310344827586207
wt	6	0.375	0.034482758620689655
wt	6	0.3125	0.034482758620689655
wt	6	0.4375	0.0603448275862069
wt	6	0.4375	0.04310344827586207
wt	6	0.5625	0.06896551724137931
wt	6	0.625	0.0603448275862069
wt	6	0.5625	0.05172413793103448
wt	6	0.3125	0.04310344827586207
wt	6	0.3125	0.04310344827586207
wt	6	0.4375	0.034482758620689655
wt	6	0.375	0.0603448275862069
wt	6	0.25	0.04310344827586207
wt	6	0.4375	0.017241379310344827
wt	6	0.375	0.02586206896551724
wt	6	0.4375	0.05172413793103448
wt	6	0.375	0.06896551724137931
wt	6	0.4375	0.0603448275862069
wt	6	0.4375	0.0603448275862069
wt	6	0.5625	0.008620689655172414
wt	6	0.375	0.02586206896551724
ras	8	0.5	0.017241379310344827
ras	8	0.4375	0.02586206896551724
ras	8	0.4375	0.02586206896551724
ras	8	0.5	0.0
ras	8	0.4375	0.02586206896551724
ras	8	0.4375	0.008620689655172414
ras	8	0.5	0.0
ras	8	0.3125	0.008620689655172414
ras	8	0.3125	0.008620689655172414
ras	8	0.375	0.0
ras	8	0.375	0.008620689655172414
ras	8	0.4375	0.0
ras	8	0.375	0.017241379310344827
ras	8	0.5	0.008620689655172414
ras	8	0.3125	0.0
ras	8	0.5625	0.0
ras	8	0.4375	0.017241379310344827
ras	8	0.3125	0.008620689655172414
ras	8	0.5	0.017241379310344827
ras	8	0.4375	0.017241379310344827
ras	8	0.625	0.008620689655172414
ras	8	0.375	0.0
ras	8	0.4375	0.008620689655172414
ras	8	0.5625	0.0
ras	8	0.4375	0.017241379310344827
ras	8	0.3125	0.017241379310344827
ras	8	0.1875	0.008620689655172414
ras	8	0.4375	0.008620689655172414
ras	8	0.5	0.0
ras	8	0.4375	0.008620689655172414
ras	8	0.5	0.008620689655172414
ras	8	0.3125	0.02586206896551724
ras	8	0.375	0.008620689655172414
ras	8	0.5625	0.008620689655172414
ras	8	0.3125	0.0
ras	8	0.625	0.017241379310344827
ras	8	0.5625	0.008620689655172414
ras	8	0.5625	0.0
ras	8	0.3125	0.008620689655172414
ras	8	0.5625	0.008620689655172414
ras	8	0.4375	0.0
ras	8	0.4375	0.008620689655172414
ras	8	0.4375	0.0
ras	8	0.25	0.017241379310344827
ras	8	0.375	0.008620689655172414
ras	8	0.4375	0.0
ras	8	0.3125	0.008620689655172414
ras	8	0.25	0.034482758620689655
ras	8	0.375	0.0
ras	8	0.375	0.008620689655172414
ras	2	0.1875	0.017241379310344827
ras	2	0.125	0.0
ras	2	0.125	0.0
ras	2	0.0625	0.008620689655172414
ras	2	0.0625	0.008620689655172414
ras	2	0.1875	0.0
